queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	source_record_id	raw_tf_symbol	tf_uniprot_id	target_uniprot_id	name_tf	name_target	detection_method	pubmed_id	organism	source_database	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	exact_pair_match
orc2|ackr2|human	ORC2	ACKR2	human	20B	tflink:human:001056:e106f9ef081d	ORC2	Q13416	O00590	ORC2	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13416.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13416_targets.tsv	9154216038e8b268e1a8b1391755ea2b9b4c5e9772c7297202fca58f61a2d165	true
orc2|actr2|human	ORC2	ACTR2	human	20B	tflink:human:001056:e106f9ef081d	ORC2	Q13416	P61160	ORC2	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13416.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13416_targets.tsv	9154216038e8b268e1a8b1391755ea2b9b4c5e9772c7297202fca58f61a2d165	true
orc2|acvr1|human	ORC2	ACVR1	human	20B	tflink:human:001056:e106f9ef081d	ORC2	Q13416	Q04771	ORC2	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q13416.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q13416_targets.tsv	9154216038e8b268e1a8b1391755ea2b9b4c5e9772c7297202fca58f61a2d165	true
ovol3|epha4|human	OVOL3	EPHA4	human	20B;23B	tflink:human:001201:dfd23aa8ec72	OVOL3	O00110	P54764	OVOL3	EPHA4	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00110.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00110_targets.tsv	0729b7425198912b6849bfc5978b143d1a72781b30338cf82fdb49e29aba4a9d	true
ovol3|id1|human	OVOL3	ID1	human	22B	tflink:human:001201:dfd23aa8ec72	OVOL3	O00110	P41134	OVOL3	ID1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00110.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00110_targets.tsv	0729b7425198912b6849bfc5978b143d1a72781b30338cf82fdb49e29aba4a9d	true
ovol3|itga7|human	OVOL3	ITGA7	human	20B	tflink:human:001201:dfd23aa8ec72	OVOL3	O00110	Q13683	OVOL3	ITGA7	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00110.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00110_targets.tsv	0729b7425198912b6849bfc5978b143d1a72781b30338cf82fdb49e29aba4a9d	true
ovol3|lamp1|human	OVOL3	LAMP1	human	20B;23B	tflink:human:001201:dfd23aa8ec72	OVOL3	O00110	P11279	OVOL3	LAMP1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O00110.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O00110_targets.tsv	0729b7425198912b6849bfc5978b143d1a72781b30338cf82fdb49e29aba4a9d	true
p65|ackr1|human	p65	ACKR1	human	20B	tflink:human:001010:728ea52f42a8	p65	O43245	Q16570	p65	ACKR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43245.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43245_targets.tsv	ea3dc98a2c5ef8a752546a8e35cf1c7243fb1bb91675333ffd0ba7b1b589f2c1	true
p65|ackr2|human	p65	ACKR2	human	20B	tflink:human:001010:728ea52f42a8	p65	O43245	O00590	p65	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43245.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43245_targets.tsv	ea3dc98a2c5ef8a752546a8e35cf1c7243fb1bb91675333ffd0ba7b1b589f2c1	true
p65|actr2|human	p65	ACTR2	human	20B	tflink:human:001010:728ea52f42a8	p65	O43245	P61160	p65	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43245.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43245_targets.tsv	ea3dc98a2c5ef8a752546a8e35cf1c7243fb1bb91675333ffd0ba7b1b589f2c1	true
p65|acvrl1|human	p65	ACVRL1	human	20B	tflink:human:001010:728ea52f42a8	p65	O43245	P37023	p65	ACVRL1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43245.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43245_targets.tsv	ea3dc98a2c5ef8a752546a8e35cf1c7243fb1bb91675333ffd0ba7b1b589f2c1	true
padi2|ackr1|human	PADI2	ACKR1	human	20B	tflink:human:000880:e1d18e5ae0e4	PADI2	Q9Y2J8	Q16570	PADI2	ACKR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2J8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2J8_targets.tsv	258845e86766dc82c1c69d87451c21bb0fc6d9ccfe08318616d7388a54395d1a	true
padi2|ackr2|human	PADI2	ACKR2	human	20B	tflink:human:000880:e1d18e5ae0e4	PADI2	Q9Y2J8	O00590	PADI2	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2J8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2J8_targets.tsv	258845e86766dc82c1c69d87451c21bb0fc6d9ccfe08318616d7388a54395d1a	true
padi2|acvr1|human	PADI2	ACVR1	human	20B	tflink:human:000880:e1d18e5ae0e4	PADI2	Q9Y2J8	Q04771	PADI2	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2J8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2J8_targets.tsv	258845e86766dc82c1c69d87451c21bb0fc6d9ccfe08318616d7388a54395d1a	true
padi2|acvrl1|human	PADI2	ACVRL1	human	20B	tflink:human:000880:e1d18e5ae0e4	PADI2	Q9Y2J8	P37023	PADI2	ACVRL1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9Y2J8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9Y2J8_targets.tsv	258845e86766dc82c1c69d87451c21bb0fc6d9ccfe08318616d7388a54395d1a	true
palb2|ackr2|human	PALB2	ACKR2	human	20B	tflink:human:000939:21d906c9a4fb	PALB2	Q86YC2	O00590	PALB2	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86YC2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86YC2_targets.tsv	98ce3030a0562192d167db13209daa513bc5b89cfcd35e1421fe9131c928aee3	true
palb2|adgrb3|human	PALB2	ADGRB3	human	20B	tflink:human:000939:21d906c9a4fb	PALB2	Q86YC2	O60242	PALB2	ADGRB3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86YC2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86YC2_targets.tsv	98ce3030a0562192d167db13209daa513bc5b89cfcd35e1421fe9131c928aee3	true
palb2|adgrl1|human	PALB2	ADGRL1	human	20B;23B	tflink:human:000939:21d906c9a4fb	PALB2	Q86YC2	O94910	PALB2	ADGRL1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86YC2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86YC2_targets.tsv	98ce3030a0562192d167db13209daa513bc5b89cfcd35e1421fe9131c928aee3	true
palb2|adipor2|human	PALB2	ADIPOR2	human	20B	tflink:human:000939:21d906c9a4fb	PALB2	Q86YC2	Q86V24	PALB2	ADIPOR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86YC2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86YC2_targets.tsv	98ce3030a0562192d167db13209daa513bc5b89cfcd35e1421fe9131c928aee3	true
pbxip1/hpip|cdh5|human	PBXIP1/HPIP	CDH5	human	20B	tflink:human:001364:91f1da588687	PBXIP1	Q96AQ6	P33151	PBXIP1	CDH5	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96AQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96AQ6_targets.tsv	f81a0975f7067ff0043b81c3909f856f7cad0de42e86cf7ea8837311dd92984e	true
pbxip1/hpip|chad|human	PBXIP1/HPIP	CHAD	human	20B;23B	tflink:human:001364:91f1da588687	PBXIP1	Q96AQ6	O15335	PBXIP1	CHAD	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96AQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96AQ6_targets.tsv	f81a0975f7067ff0043b81c3909f856f7cad0de42e86cf7ea8837311dd92984e	true
pbxip1/hpip|ephb6|human	PBXIP1/HPIP	EPHB6	human	23B	tflink:human:001364:91f1da588687	PBXIP1	Q96AQ6	O15197	PBXIP1	EPHB6	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96AQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96AQ6_targets.tsv	f81a0975f7067ff0043b81c3909f856f7cad0de42e86cf7ea8837311dd92984e	true
pbxip1/hpip|fgf21|human	PBXIP1/HPIP	FGF21	human	20B	tflink:human:001364:91f1da588687	PBXIP1	Q96AQ6	Q9NSA1	PBXIP1	FGF21	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96AQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96AQ6_targets.tsv	f81a0975f7067ff0043b81c3909f856f7cad0de42e86cf7ea8837311dd92984e	true
pcbp1|abca1|human	PCBP1	ABCA1	human	20B	tflink:human:001186:8e09bf36304e	PCBP1	Q15365	O95477	PCBP1	ABCA1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15365.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15365_targets.tsv	8f1bb28836aef167b90179f0c268bbe63816b08892f71ef07b8e7e6f495261d2	true
pcbp1|ackr2|human	PCBP1	ACKR2	human	20B	tflink:human:001186:8e09bf36304e	PCBP1	Q15365	O00590	PCBP1	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15365.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15365_targets.tsv	8f1bb28836aef167b90179f0c268bbe63816b08892f71ef07b8e7e6f495261d2	true
pcbp1|actr2|human	PCBP1	ACTR2	human	20B	tflink:human:001186:8e09bf36304e	PCBP1	Q15365	P61160	PCBP1	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15365.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15365_targets.tsv	8f1bb28836aef167b90179f0c268bbe63816b08892f71ef07b8e7e6f495261d2	true
pcbp1|acvr1|human	PCBP1	ACVR1	human	20B	tflink:human:001186:8e09bf36304e	PCBP1	Q15365	Q04771	PCBP1	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15365.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15365_targets.tsv	8f1bb28836aef167b90179f0c268bbe63816b08892f71ef07b8e7e6f495261d2	true
pcf11|adam17|human	PCF11	ADAM17	human	20B	tflink:human:000937:5d59ff7a182d	PCF11	O94913	P78536	PCF11	ADAM17	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O94913.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O94913_targets.tsv	6375228c5c8e38ccab3e15b6cc682b8abfa208f5541f26179cab8c638968ccd1	true
pcf11|adgrl1|human	PCF11	ADGRL1	human	20B;23B	tflink:human:000937:5d59ff7a182d	PCF11	O94913	O94910	PCF11	ADGRL1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O94913.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O94913_targets.tsv	6375228c5c8e38ccab3e15b6cc682b8abfa208f5541f26179cab8c638968ccd1	true
pcf11|adipor1|human	PCF11	ADIPOR1	human	20B	tflink:human:000937:5d59ff7a182d	PCF11	O94913	Q96A54	PCF11	ADIPOR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O94913.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O94913_targets.tsv	6375228c5c8e38ccab3e15b6cc682b8abfa208f5541f26179cab8c638968ccd1	true
pcf11|adipor2|human	PCF11	ADIPOR2	human	20B	tflink:human:000937:5d59ff7a182d	PCF11	O94913	Q86V24	PCF11	ADIPOR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O94913.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O94913_targets.tsv	6375228c5c8e38ccab3e15b6cc682b8abfa208f5541f26179cab8c638968ccd1	true
pcgf1|abca1|mouse	PCGF1	Abca1	mouse	20B	tflink:mouse:001029:b217b40afeef	Pcgf1	Q8R023	P41233	Pcgf1	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8R023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8R023_targets.tsv	8551aacf5e3f25bcbfa4af80fdac96b14de72c22d22b65d5f8a8272ecd46f372	true
pcgf1|ackr3|mouse	PCGF1	Ackr3	mouse	20B	tflink:mouse:001029:b217b40afeef	Pcgf1	Q8R023	P56485	Pcgf1	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8R023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8R023_targets.tsv	8551aacf5e3f25bcbfa4af80fdac96b14de72c22d22b65d5f8a8272ecd46f372	true
pcgf1|actr2|mouse	PCGF1	Actr2	mouse	20B	tflink:mouse:001029:b217b40afeef	Pcgf1	Q8R023	P61161	Pcgf1	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8R023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8R023_targets.tsv	8551aacf5e3f25bcbfa4af80fdac96b14de72c22d22b65d5f8a8272ecd46f372	true
pcgf1|acvr1|human	PCGF1	ACVR1	human	20B	tflink:human:001376:e9072bf44621	PCGF1	Q9BSM1	Q04771	PCGF1	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BSM1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BSM1_targets.tsv	9847355702d000a4c82adde761a9548b8474ba80b32e3a8499e870566b67f699	true
pcgf1|acvrl1|mouse	PCGF1	Acvrl1	mouse	20B	tflink:mouse:001029:b217b40afeef	Pcgf1	Q8R023	Q61288	Pcgf1	Acvrl1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8R023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8R023_targets.tsv	8551aacf5e3f25bcbfa4af80fdac96b14de72c22d22b65d5f8a8272ecd46f372	true
pcgf1|adora2a|human	PCGF1	ADORA2A	human	20B	tflink:human:001376:e9072bf44621	PCGF1	Q9BSM1	P29274	PCGF1	ADORA2A	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BSM1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BSM1_targets.tsv	9847355702d000a4c82adde761a9548b8474ba80b32e3a8499e870566b67f699	true
pcgf1|anxa2|human	PCGF1	ANXA2	human	20B;23B;24B	tflink:human:001376:e9072bf44621	PCGF1	Q9BSM1	P07355	PCGF1	ANXA2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BSM1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BSM1_targets.tsv	9847355702d000a4c82adde761a9548b8474ba80b32e3a8499e870566b67f699	true
pcgf1|crlf1|human	PCGF1	CRLF1	human	20B	tflink:human:001376:e9072bf44621	PCGF1	Q9BSM1	O75462	PCGF1	CRLF1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9BSM1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9BSM1_targets.tsv	9847355702d000a4c82adde761a9548b8474ba80b32e3a8499e870566b67f699	true
pcgf3|abca1|mouse	PCGF3	Abca1	mouse	20B	tflink:mouse:001087:59803ccb7b38	PcgF3	Q8BTQ0	P41233	PcgF3	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BTQ0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BTQ0_targets.tsv	d239bc9db8d5adf586ede5130459ea206573a79c4a920983cf15c8ab4a32b80c	true
pcgf3|adam10|mouse	PCGF3	Adam10	mouse	23B	tflink:mouse:001087:59803ccb7b38	PcgF3	Q8BTQ0	O35598	PcgF3	Adam10	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BTQ0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BTQ0_targets.tsv	d239bc9db8d5adf586ede5130459ea206573a79c4a920983cf15c8ab4a32b80c	true
pcgf3|cmklr1|mouse	PCGF3	Cmklr1	mouse	20B	tflink:mouse:001087:59803ccb7b38	PcgF3	Q8BTQ0	P97468	PcgF3	Cmklr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BTQ0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BTQ0_targets.tsv	d239bc9db8d5adf586ede5130459ea206573a79c4a920983cf15c8ab4a32b80c	true
pcgf3|dio3|mouse	PCGF3	Dio3	mouse	22B	tflink:mouse:001087:59803ccb7b38	PcgF3	Q8BTQ0	Q91ZI8	PcgF3	Dio3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8BTQ0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BTQ0_targets.tsv	d239bc9db8d5adf586ede5130459ea206573a79c4a920983cf15c8ab4a32b80c	true
pcgf5|fbxl14|human	PCGF5	FBXL14	human		tflink:human:001572:c6e5e9270af2	PCGF5	Q86SE9	Q8N1E6	PCGF5	FBXL14	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86SE9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86SE9_targets.tsv	1a7765ada8efc152edf56b3ba403df747e8cb242574ea2e1bbb4db9536bb01ce	true
pcgf5|mcc|human	PCGF5	MCC	human		tflink:human:001572:c6e5e9270af2	PCGF5	Q86SE9	P23508	PCGF5	MCC	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86SE9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86SE9_targets.tsv	1a7765ada8efc152edf56b3ba403df747e8cb242574ea2e1bbb4db9536bb01ce	true
pcgf5|plekhg2|human	PCGF5	PLEKHG2	human		tflink:human:001572:c6e5e9270af2	PCGF5	Q86SE9	Q9H7P9	PCGF5	PLEKHG2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86SE9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86SE9_targets.tsv	1a7765ada8efc152edf56b3ba403df747e8cb242574ea2e1bbb4db9536bb01ce	true
pcgf6|abca1|mouse	PCGF6	Abca1	mouse	20B	tflink:mouse:000849:dfafd2449948	Pcgf6	Q99NA9	P41233	Pcgf6	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99NA9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q99NA9_targets.tsv	048903930e4915bef18fc8c86d6b7fb47d9b1dfb23a7a8851d4f28ad5ab10798	true
pcgf6|ackr1|mouse	PCGF6	Ackr1	mouse	20B	tflink:mouse:000849:dfafd2449948	Pcgf6	Q99NA9	A0A0R4J0J4	Pcgf6	Ackr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99NA9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q99NA9_targets.tsv	048903930e4915bef18fc8c86d6b7fb47d9b1dfb23a7a8851d4f28ad5ab10798	true
pcgf6|ackr3|mouse	PCGF6	Ackr3	mouse	20B	tflink:mouse:000849:dfafd2449948	Pcgf6	Q99NA9	P56485	Pcgf6	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99NA9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q99NA9_targets.tsv	048903930e4915bef18fc8c86d6b7fb47d9b1dfb23a7a8851d4f28ad5ab10798	true
pcgf6|ackr4|mouse	PCGF6	Ackr4	mouse	20B	tflink:mouse:000849:dfafd2449948	Pcgf6	Q99NA9	Q924I3	Pcgf6	Ackr4	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99NA9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q99NA9_targets.tsv	048903930e4915bef18fc8c86d6b7fb47d9b1dfb23a7a8851d4f28ad5ab10798	true
pcna|agrn|mouse	PCNA	Agrn	mouse	20B;23B	tflink:mouse:000905:8e1f6f79af85	Pcna	P17918	A2ASQ1	Pcna	Agrn	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17918.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17918_targets.tsv	fcae36dfb4fc2175b6c8ff670af34b15af98ea83f1e8bfdedc1b222af501ab9f	true
pcna|atp1a3|mouse	PCNA	Atp1a3	mouse	20B	tflink:mouse:000905:8e1f6f79af85	Pcna	P17918	Q6PIC6	Pcna	Atp1a3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17918.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17918_targets.tsv	fcae36dfb4fc2175b6c8ff670af34b15af98ea83f1e8bfdedc1b222af501ab9f	true
pcna|cadm1|mouse	PCNA	Cadm1	mouse	20B;23B	tflink:mouse:000905:8e1f6f79af85	Pcna	P17918	Q8R5M8	Pcna	Cadm1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17918.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17918_targets.tsv	fcae36dfb4fc2175b6c8ff670af34b15af98ea83f1e8bfdedc1b222af501ab9f	true
