module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-003103	M21A-PAIR-003103	col5a2 itga10_itgb1	Col5a2 Itga10_Itgb1			M21A-PAIR-EVID-2687		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The primary assay tested native collagen V as a subtype preparation rather than isolated COL5A2; ITGA10 and ITGB1 are retained as the receptor complex, and no terminal TF was assigned.
M22A-HANDOFF-003104	M21A-PAIR-003104	col5a2 itga11_itgb1	Col5a2 Itga11_Itgb1			M21A-PAIR-EVID-2688		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The primary alpha11beta1 study tested collagen I and IV, not collagen V or isolated COL5A2; later collagen-V hypotheses and family annotations were not promoted to an exact pair.
M22A-HANDOFF-003105	M21A-PAIR-003105	col5a2 itga1_itgb1	Col5a2 Itga1_Itgb1			M21A-PAIR-EVID-2689		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The study supports alpha1beta1 interaction with native collagen V and chain-dependent behavior, but the alpha2(V) homotrimer result was dominated by alpha2beta1 in the tested cells; isolated COL5A2-alpha1beta1 binding was not separately reconstituted.
M22A-HANDOFF-003106	M21A-PAIR-003106	col5a2 itga2_itgb1	Col5a2 Itga2_Itgb1			M21A-PAIR-EVID-2690		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The alpha2(V) homotrimer assay directly supports alpha2beta1-dependent adhesion, while gel-contraction experiments used mixed collagen matrices; no direct terminal TF endpoint was measured.
M22A-HANDOFF-003107	M21A-PAIR-003107	col5a3 itga10_itgb1	Col5a3 Itga10_Itgb1			M21A-PAIR-EVID-2691		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	Alpha10 I-domain binding to collagen V was reported using subtype preparations, but COL5A3 was not isolated or chain-resolved; no exact relay or functional perturbation was recovered.
M22A-HANDOFF-003108	M21A-PAIR-003108	col5a3 itga11_itgb1	Col5a3 Itga11_Itgb1			M21A-PAIR-EVID-2692		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The primary alpha11beta1 study tested collagen I and IV, not COL5A3 or a defined collagen-V alpha3 chain; family-level collagen-V hypotheses were not transferred.
M22A-HANDOFF-003109	M21A-PAIR-003109	col5a3 itga1_itgb1	Col5a3 Itga1_Itgb1			M21A-PAIR-EVID-2693		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The primary study examined native collagen V and isolated alpha1(V)/alpha2(V) chains, not the alpha3(V) chain represented by COL5A3; no exact molecular or relay evidence was found.
M22A-HANDOFF-003110	M21A-PAIR-003110	col5a3 itga2_itgb1	Col5a3 Itga2_Itgb1			M21A-PAIR-EVID-2694		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The primary studies support native collagen-V/alpha2beta1 interaction and alpha1(V)/alpha2(V) chain behavior, but not isolated COL5A3; no exact downstream relay or TF endpoint was recovered.
M22A-HANDOFF-003111	M21A-PAIR-003111	col5a3 sdc3	Col5a3 Sdc3			M21A-PAIR-EVID-2695		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The SDC3 study used a historical alpha4(V) N-terminal domain and does not establish binding to the COL5A3 alpha3(V) chain; nomenclature and chain identity prevent exact-pair promotion.
M22A-HANDOFF-003112	M21A-PAIR-003112	col6a1 itga6	Col6a1 Itga6			M21A-PAIR-EVID-2696		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	Collagen-VI studies support alpha1beta1, alpha2beta1, alpha3beta1, alpha10beta1, and related receptors, while ITGA6 expression in cartilage does not establish COL6A1-alpha6beta1 binding or relay.
M22A-HANDOFF-003113	M21A-PAIR-003113	col7a1 itga10_itgb1	Col7a1 Itga10_Itgb1			M21A-PAIR-EVID-2697		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The direct collagen-VII receptor study identified alpha2beta1, while alpha10beta1 studies concern collagen I-VI and do not establish COL7A1 binding; receptor-subtype transfer was excluded.
M22A-HANDOFF-003114	M21A-PAIR-003114	col7a1 itga11_itgb1	Col7a1 Itga11_Itgb1			M21A-PAIR-EVID-2698		no_terminal_tf_assigned	none_found	Primary downstream review batches112_113; exact pair/family boundary search.	The collagen-VII study did not test alpha11beta1, and alpha11beta1 studies used collagen I/IV rather than COL7A1; no exact binding, relay, or functional endpoint was recovered.
M22A-HANDOFF-003115	M21A-PAIR-003115	col7a1 itga1_itgb1	Col7a1 Itga1_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003116	M21A-PAIR-003116	col7a1 itga2_itgb1	Col7a1 Itga2_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003117	M21A-PAIR-003117	col8a1 itga10_itgb1	Col8a1 Itga10_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003118	M21A-PAIR-003118	col8a1 itga11_itgb1	Col8a1 Itga11_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003119	M21A-PAIR-003119	col8a1 itga1_itgb1	Col8a1 Itga1_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003120	M21A-PAIR-003120	col8a1 itga2_itgb1	Col8a1 Itga2_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003121	M21A-PAIR-003121	col8a2 itga10_itgb1	Col8a2 Itga10_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003122	M21A-PAIR-003122	col8a2 itga11_itgb1	Col8a2 Itga11_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003123	M21A-PAIR-003123	col8a2 itga1_itgb1	Col8a2 Itga1_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003124	M21A-PAIR-003124	col8a2 itga2_itgb1	Col8a2 Itga2_Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003125	M21A-PAIR-003125	col8a2 slc4a11	Col8a2 Slc4a11					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003126	M21A-PAIR-003126	col9a1 mag	Col9a1 Mag					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003127	M21A-PAIR-003127	col9a2 mag	Col9a2 Mag					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003128	M21A-PAIR-003128	col9a3 mag	Col9a3 Mag					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003129	M21A-PAIR-003129	colq musk	Colq Musk					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003130	M21A-PAIR-003130	comp itga5	Comp Itga5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003131	M21A-PAIR-003131	copa cd74	Copa Cd74					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003132	M21A-PAIR-003132	copa mtnr1b	Copa Mtnr1b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003133	M21A-PAIR-003133	copa ntrk1	Copa Ntrk1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003134	M21A-PAIR-003134	copa p2ry6	Copa P2ry6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003135	M21A-PAIR-003135	cort adra2a	Cort Adra2a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003136	M21A-PAIR-003136	cort ghsr	Cort Ghsr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003137	M21A-PAIR-003137	cort grm7	Cort Grm7					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003138	M21A-PAIR-003138	cort mrgprb1	Cort Mrgprb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003139	M21A-PAIR-003139	cort mrgprx2	Cort Mrgprx2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003140	M21A-PAIR-003140	cort mtnr1a	Cort Mtnr1a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003141	M21A-PAIR-003141	cort sstr1	Cort Sstr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003142	M21A-PAIR-003142	cort sstr2	Cort Sstr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003143	M21A-PAIR-003143	cort sstr3	Cort Sstr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003144	M21A-PAIR-003144	cort sstr4	Cort Sstr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003145	M21A-PAIR-003145	cort sstr5	Cort Sstr5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003146	M21A-PAIR-003146	cp slc40a1	Cp Slc40a1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003147	M21A-PAIR-003147	crh adcyap1r1	Crh Adcyap1r1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003148	M21A-PAIR-003148	crh adrb2	Crh Adrb2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003149	M21A-PAIR-003149	crh adrb3	Crh Adrb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003150	M21A-PAIR-003150	crh crhr1	Crh Crhr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003151	M21A-PAIR-003151	crh crhr2	Crh Crhr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003152	M21A-PAIR-003152	crh gpr20	Crh Gpr20					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003153	M21A-PAIR-003153	crh gpr84	Crh Gpr84					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003154	M21A-PAIR-003154	crh mc2r	Crh Mc2r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003155	M21A-PAIR-003155	crh pth1r	Crh Pth1r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003156	M21A-PAIR-003156	crh ramp2	Crh Ramp2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003157	M21A-PAIR-003157	crh ramp3	Crh Ramp3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003158	M21A-PAIR-003158	crh tshr	Crh Tshr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003159	M21A-PAIR-003159	crh vipr1	Crh Vipr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003160	M21A-PAIR-003160	crisp2 catsper1	Crisp2 Catsper1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003161	M21A-PAIR-003161	crlf2 crlf2_il7r_tslp	Crlf2 Crlf2_Il7r_Tslp					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003162	M21A-PAIR-003162	crp olr1	Crp Olr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003163	M21A-PAIR-003163	crtam cadm1	Crtam Cadm1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003164	M21A-PAIR-003164	csf1 celsr3	Csf1 Celsr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003165	M21A-PAIR-003165	csf1 csf2ra	Csf1 Csf2ra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003166	M21A-PAIR-003166	csf1 csf3r	Csf1 Csf3r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003167	M21A-PAIR-003167	csf1 sirpa	Csf1 Sirpa					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003168	M21A-PAIR-003168	csf1_il34 csf1r	Csf1_Il34 Csf1r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003169	M21A-PAIR-003169	csf2 csf1r	Csf2 Csf1r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003170	M21A-PAIR-003170	csf2 csf3r	Csf2 Csf3r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003171	M21A-PAIR-003171	csf2 il3ra	Csf2 Il3ra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003172	M21A-PAIR-003172	csf2 itga9	Csf2 Itga9					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003173	M21A-PAIR-003173	csf2 itgb1	Csf2 Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003174	M21A-PAIR-003174	csf2 sdc2	Csf2 Sdc2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003175	M21A-PAIR-003175	csf3 csf1r	Csf3 Csf1r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003176	M21A-PAIR-003176	csf3 csf2ra	Csf3 Csf2ra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003177	M21A-PAIR-003177	cspg4 itga3_itgb1	Cspg4 ITGA3_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003178	M21A-PAIR-003178	ctf1 il6st_lifr	Ctf1 Il6st_Lifr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003179	M21A-PAIR-003179	cthrc1 fzd3	Cthrc1 Fzd3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003180	M21A-PAIR-003180	cthrc1 fzd5	Cthrc1 Fzd5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003181	M21A-PAIR-003181	cthrc1 fzd6	Cthrc1 Fzd6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003182	M21A-PAIR-003182	cthrc1 ror2	Cthrc1 Ror2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003183	M21A-PAIR-003183	cubn lrp2	Cubn Lrp2	M21A-REUSE-1483		M21A-PAIR-EVID-2699		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence establishes a receptor-complex/endocytic relationship rather than a conventional secreted-ligand GPCR or kinase-receptor relay; no terminal TF was assayed.
M22A-HANDOFF-003184	M21A-PAIR-003184	cx3cl1 itgav	Cx3cl1 Itgav	M21A-REUSE-1484		M21A-PAIR-EVID-2700		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for the alphaVbeta3 heterodimer and its ternary complex, not ITGAV as an isolated receptor subunit; no terminal TF was assayed.
M22A-HANDOFF-003185	M21A-PAIR-003185	cx3cl1 itgb3	Cx3cl1 Itgb3	M21A-REUSE-1485		M21A-PAIR-EVID-2701		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for the alphaVbeta3 heterodimer and its ternary complex, not ITGB3 as an isolated receptor subunit; no terminal TF was assayed.
M22A-HANDOFF-003186	M21A-PAIR-003186	cxcl1 adra2a	Cxcl1 Adra2a			M21A-PAIR-EVID-2702		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Co-expression, inflammatory co-regulation, and CXCL1-CXCR2 evidence do not establish CXCL1 as an ADRA2A ligand or signal.
M22A-HANDOFF-003187	M21A-PAIR-003187	cxcl1 dpp4	Cxcl1 Dpp4			M21A-PAIR-EVID-2703		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	DPP4 processing of other chemokines cannot be transferred to CXCL1, and CXCL1-CXCR2 function does not establish DPP4 as a receptor or relay.
M22A-HANDOFF-003188	M21A-PAIR-003188	cxcl1 grm7	Cxcl1 Grm7			M21A-PAIR-EVID-2704		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Neuroinflammatory co-expression or pathway overlap does not establish CXCL1-GRM7 binding or signaling.
M22A-HANDOFF-003189	M21A-PAIR-003189	cxcl1 mtnr1a	Cxcl1 Mtnr1a			M21A-PAIR-EVID-2705		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Melatonin or inflammatory regulation of CXCL1 is reverse-direction/context evidence and does not establish CXCL1 as an MTNR1A ligand.
M22A-HANDOFF-003190	M21A-PAIR-003190	cxcl1 xcr1	Cxcl1 Xcr1			M21A-PAIR-EVID-2706		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The primary XCR1 study identifies XCL1, not CXCL1, as the ligand; receptor-family or chemokine-name similarity is not sufficient for transfer.
M22A-HANDOFF-003191	M21A-PAIR-003191	cxcl10 adra2a	Cxcl10 Adra2a			M21A-PAIR-EVID-2707		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The cited NE-ADRA2A study is reverse-direction regulation of CXCL10 production, not CXCL10 binding to or activating ADRA2A; no exact relay was recovered.
M22A-HANDOFF-003192	M21A-PAIR-003192	cxcl10 dpp4	Cxcl10 Dpp4			M21A-PAIR-EVID-2708		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	This is direct extracellular proteolytic processing and receptor-activity modulation, not DPP4 as a signaling receptor; no terminal TF was assayed.
M22A-HANDOFF-003193	M21A-PAIR-003193	cxcl10 grm7	Cxcl10 Grm7			M21A-PAIR-EVID-2709		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Neuroimmune co-expression or pathway overlap does not establish CXCL10-GRM7 binding or signaling.
M22A-HANDOFF-003194	M21A-PAIR-003194	cxcl10 mtnr1a	Cxcl10 Mtnr1a			M21A-PAIR-EVID-2710		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Melatonin-related regulation of inflammatory genes does not establish CXCL10 as an MTNR1A ligand or signal.
M22A-HANDOFF-003195	M21A-PAIR-003195	cxcl10 sdc4	Cxcl10 Sdc4	M21A-REUSE-1486		M21A-PAIR-EVID-2711		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The direct interaction is heparan-sulfate-dependent and SDC4-mediated; downstream intracellular effectors were not fully resolved and no terminal TF was assayed.
M22A-HANDOFF-003196	M21A-PAIR-003196	cxcl10 tlr4	Cxcl10 Tlr4	M21A-REUSE-1487		M21A-PAIR-EVID-2712		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The study supports a noncanonical CXCL10-TLR4 branch distinct from CXCL10-CXCR3; downstream TF activation was not directly measured.
M22A-HANDOFF-003197	M21A-PAIR-003197	cxcl12 adra2a	Cxcl12 Adra2a			M21A-PAIR-EVID-2713		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Adrenergic regulation of chemokine production or cell trafficking does not establish CXCL12 as an ADRA2A ligand.
M22A-HANDOFF-003198	M21A-PAIR-003198	cxcl12 avpr1a	Cxcl12 Avpr1a			M21A-PAIR-EVID-2714		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Shared vascular or migration phenotypes are not evidence of a direct CXCL12-AVPR1A interaction.
M22A-HANDOFF-003199	M21A-PAIR-003199	cxcl12 ccr4	Cxcl12 Ccr4			M21A-PAIR-EVID-2715		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	CCR4 evidence concerns CC chemokine ligands, while CXCL12 evidence concerns CXCR4/ACKR3; receptor-family overlap does not establish this edge.
M22A-HANDOFF-003200	M21A-PAIR-003200	cxcl12 cd4	Cxcl12 Cd4			M21A-PAIR-EVID-2716		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The cited reconstituted system attributes CXCL12 binding to CXCR4 and reports no evidence that CD4 itself binds CXCL12; HIV coreceptor context cannot be promoted as a direct edge.
M22A-HANDOFF-003201	M21A-PAIR-003201	cxcl12 cxcr3	Cxcl12 Cxcr3			M21A-PAIR-EVID-2717		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The direct report is a heterologous N-terminal interaction and does not establish canonical CXCR3 agonism; CXCL12-CXCR4/ACKR3 evidence was not reassigned as CXCR3 signaling.
M22A-HANDOFF-003202	M21A-PAIR-003202	cxcl12 dpp4	Cxcl12 Dpp4			M21A-PAIR-EVID-2718		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	This is direct extracellular enzymatic processing, not DPP4 as a signaling receptor; no terminal TF was assayed and exact cleavage can vary by context.
M22A-HANDOFF-003203	M21A-PAIR-003203	cxcl12 grm7	Cxcl12 Grm7			M21A-PAIR-EVID-2719		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Neurodevelopmental co-localization or shared calcium/migration phenotypes do not establish CXCL12-GRM7 binding or signaling.
M22A-HANDOFF-003204	M21A-PAIR-003204	cxcl12 itga4	Cxcl12 Itga4	M21A-REUSE-1488		M21A-PAIR-EVID-2720		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for the alpha4beta1 heterodimer, including CXCR4-dependent and CXCR4-independent activation contexts, not ITGA4 as an isolated receptor subunit; no terminal TF was assayed.
M22A-HANDOFF-003205	M21A-PAIR-003205	cxcl12 itga5	Cxcl12 Itga5	M21A-REUSE-1489		M21A-PAIR-EVID-2721		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for the alpha5beta1 heterodimer, not ITGA5 as an isolated receptor subunit; the functional study also includes CXCR4-mediated inside-out signaling and no terminal TF was assayed.
M22A-HANDOFF-003206	M21A-PAIR-003206	cxcl12 itgav	Cxcl12 Itgav	M21A-REUSE-1490		M21A-PAIR-EVID-2722		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for alphaVbeta3 and its beta3-containing complex, not ITGAV as an isolated subunit; this batch has no ITGB3 row and no terminal TF was assayed.
M22A-HANDOFF-003207	M21A-PAIR-003207	cxcl12 itgb1	Cxcl12 Itgb1	M21A-REUSE-1491		M21A-PAIR-EVID-2723		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Evidence is for beta1-containing alpha4beta1 and alpha5beta1 heterodimers, not ITGB1 as an isolated receptor; no terminal TF was assayed.
