evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-3044		https://pubmed.ncbi.nlm.nih.gov/?term=Hebp1%20Mtnr1a;https://reactome.org/content/query?q=Hebp1%20Mtnr1a	mammalian	no exact HEBP1-MTNR1A model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HEBP1 heme-binding and MTNR1A melatonin-receptor annotations were screened separately	no exact HEBP1-MTNR1A molecular or perturbation edge established	ligand_receptor_binding_or_activation	HEBP1 heme/mitochondrial biology and MTNR1A melatonin signaling remain separate	low	HEBP1 heme/mitochondrial biology and MTNR1A melatonin signaling remain separate	No direct ligand-receptor binding, receptor-complex, selective perturbation, or exact functional-output evidence connecting HEBP1 to MTNR1A was recovered.
M21A-PAIR-EVID-3045	M21A-REUSE-1585	PMID:24490163	rat	rat epidermal cells and skin-wound model	HGF stimulation with beta1-integrin/ILK pathway perturbation and wound-healing/dedifferentiation assays	HGF exposure engages a beta1-integrin/ILK-dependent functional program in epidermal repair	downstream_pathway_function	HGF -> beta1-integrin/ILK -> epidermal dedifferentiation and wound healing	medium	HGF -> beta1-integrin/ILK -> epidermal dedifferentiation and wound healing	The study supports a functional HGF-beta1-integrin/ILK association but does not establish direct HGF-ITGB1 ligand binding or a defined HGF-ITGB1 receptor complex; no terminal TF was assigned.
M21A-PAIR-EVID-3046	M21A-REUSE-1586	DOI:10.1182/blood.V99.4.1405	human	human multiple-myeloma cell lines XG-1 and LME-1; primary plasma cells; syndecan-1-transfected Namalwa cells	HGF binding assays with heparitinase/chondroitinase controls, syndecan-1 transfection, Met phosphorylation, PI3K/Akt and RAS/MAPK readouts, and survival/proliferation assays	HGF binds syndecan-1 heparan-sulfate chains and syndecan-1 promotes HGF/Met receptor-complex signaling	receptor_proximal_relay	HGF -> SDC1-HS coreceptor -> MET -> PI3K/AKT and RAS/MAPK -> survival/proliferation	high	HGF -> SDC1-HS coreceptor -> MET -> PI3K/AKT and RAS/MAPK -> survival/proliferation	The direct interaction is largely mediated by syndecan-1 heparan-sulfate chains and presents HGF to MET; SDC1 is a coreceptor, not the canonical HGF tyrosine-kinase receptor, and no terminal TF was assigned.
M21A-PAIR-EVID-3047	M21A-REUSE-1587	PMID:26381016;PMCID:PMC4600393	mouse	adult C57BL/6J satellite-cell-derived myoblasts in early differentiation	SDC1-4 siRNA knockdown, recombinant mouse HGF stimulation, heparitinase/chondroitinase treatment, and Sema3A RT-qPCR/protein assays	SDC2 depletion suppresses HGF-induced Sema3A expression, supporting a syndecan-associated HGF functional relay	downstream_pathway_function	HGF -> SDC2-associated HS/CS proteoglycan -> Sema3A expression in early-differentiated myoblasts	medium	HGF -> SDC2-associated HS/CS proteoglycan -> Sema3A expression in early-differentiated myoblasts	The authors describe SDC2 as a plausible receptor candidate and infer HGF binding to glycosaminoglycan chains; no direct HGF-SDC2 binding assay or intracellular SDC2 relay was established, and no terminal TF was assigned.
M21A-PAIR-EVID-3048	M21A-REUSE-1588	https://pubmed.ncbi.nlm.nih.gov/24004857/;https://pubmed.ncbi.nlm.nih.gov/21217780/	human	human pilosebaceous-unit cells; human squamous-cell carcinoma epithelial models	matriptase/ST14 activation assay; c-MET co-expression; c-MET deletion and mTOR inhibition in carcinoma models	proteolytic activation of pro-HGF by matriptase/ST14 with downstream MET signaling	receptor_proximal_relay	pro-HGF→HGF→MET–Gab1–PI3K/AKT–mTOR	medium	pro-HGF→HGF→MET–Gab1–PI3K/AKT–mTOR	The evidence supports ST14-dependent HGF precursor activation and a matriptase–HGF–MET axis, not a conventional HGF ligand–ST14 receptor-binding event; terminal TF was not measured.
M21A-PAIR-EVID-3049		https://pubmed.ncbi.nlm.nih.gov/?term=haptoglobin%20ASGR1;https://reactome.org/content/query?q=haptoglobin%20ASGR1	mouse; mammalian comparator	no exact HP–ASGR1 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; ASGR1-deficient plasma glycome/proteome study screened	no exact HP–ASGR1 binding, activation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	ASGR1 glycan-mediated clearance and haptoglobin abundance remain comparator contexts only	low	ASGR1 glycan-mediated clearance and haptoglobin abundance remain comparator contexts only	ASGR1 deficiency alters circulating haptoglobin abundance and glycosylation, but this is not a direct binding assay and does not establish HP as an ASGR1 ligand; no downstream HP-specific perturbation was recovered.
M21A-PAIR-EVID-3050		https://pubmed.ncbi.nlm.nih.gov/?term=haptoglobin%20ASGR2;https://reactome.org/content/query?q=haptoglobin%20ASGR2	mouse; mammalian comparator	no exact HP–ASGR2 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; ASGR2/ASGPR glycan-recognition and plasma-proteome studies screened	no exact HP–ASGR2 binding, activation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	ASGR2-containing ASGPR glycan clearance and haptoglobin abundance remain comparator contexts only	low	ASGR2-containing ASGPR glycan clearance and haptoglobin abundance remain comparator contexts only	The reviewed evidence concerns ASGPR complex biology or changes in circulating haptoglobin, not isolated ASGR2 recognition or HP-specific downstream signaling.
M21A-PAIR-EVID-3051	M21A-REUSE-1589	https://pubmed.ncbi.nlm.nih.gov/39416789/;https://pubmed.ncbi.nlm.nih.gov/22156194/	human; mouse	human monocyte-derived macrophages; mouse dendritic-cell transplant models	purified haptoglobin stimulation; NF-κB/IL1B readouts; MyD88-dependent transplantation perturbation	TLR4-dependent functional activation by haptoglobin-associated inflammatory material	downstream_pathway_function	TLR4–MyD88–NF-κB→IL1B/TNF and inflammatory output	medium	TLR4–MyD88–NF-κB→IL1B/TNF and inflammatory output	Purified haptoglobin induced NF-κB transcription through TLR4 in the recent human macrophage study, but direct HP–TLR4 binding was not established; haptoglobin can buffer LPS and contaminant/context effects remain relevant.
M21A-PAIR-EVID-3052	M21A-REUSE-1590	https://pubmed.ncbi.nlm.nih.gov/29054855/;https://pubmed.ncbi.nlm.nih.gov/8794890/	mouse; mammalian comparator	H-ras-deficient mice with AngII infusion; AT1-receptor-transfected CHO cells	H-ras deletion; AngII-induced hypertension/remodeling; AT1 signaling and dominant-negative Ras comparison	H-Ras-dependent modulation of AngII/AT1R functional output	downstream_pathway_function	AngII–AT1R→H-Ras-associated cardiovascular remodeling	medium	AngII–AT1R→H-Ras-associated cardiovascular remodeling	The H-ras knockout study supports a phenotype-level dependency, not direct H-Ras–AT1A binding; AT1 signaling can also proceed through Ras-independent PKC/Raf branches.
M21A-PAIR-EVID-3053	M21A-REUSE-1591	https://pubmed.ncbi.nlm.nih.gov/8910575/;https://pubmed.ncbi.nlm.nih.gov/18600479/;https://pubmed.ncbi.nlm.nih.gov/24567358/	human; mouse	293T cells; mouse embryonic fibroblasts; caveolin-deficient fibroblast models	GST/caveolin-scaffold binding assay; caveolin loss; H-Ras localization and MAPK output measurements	direct CAV1 scaffold interaction with H-Ras that regulates membrane localization and signal output	receptor_proximal_relay	CAV1/caveolae→H-Ras membrane organization→MAPK/ERK	medium	CAV1/caveolae→H-Ras membrane organization→MAPK/ERK	This is a direct intracellular scaffold edge rather than a ligand–receptor interaction; effects depend on Ras isoform, caveolar organization, and expression system; no terminal TF was measured.
M21A-PAIR-EVID-3054	M21A-REUSE-1592	https://pubmed.ncbi.nlm.nih.gov/2555688/;https://pubmed.ncbi.nlm.nih.gov/1545226/	rat	Rat-1 fibroblasts expressing normal or mutant H-ras	insulin/IGF-1 stimulation; cAMP modulation; transformed-growth and DNA-synthesis response assays	functional linkage between insulin-receptor signaling and H-Ras-dependent mitogenic response	downstream_pathway_function	INSR/IGF1R→Ras-dependent mitogenesis	medium	INSR/IGF1R→Ras-dependent mitogenesis	The primary study supports functional linkage but not a direct H-Ras–INSR complex; insulin, IGF-1, and bombesin responses were examined together and no exact receptor-proximal molecular relay was resolved.
M21A-PAIR-EVID-3055	M21A-REUSE-1593	https://pubmed.ncbi.nlm.nih.gov/12867418/;https://www.sciencedirect.com/science/article/pii/S0021925820834437	mouse	macrophage model with CpG oligodeoxynucleotide stimulation	CpG-ODN stimulation; Ras activation; association with TLR9; IRAK1/TRAF6 complex and MAPK/NF-κB readouts	TLR9-associated H-Ras activation and promotion of IRAK1/TRAF6 complex formation	receptor_proximal_relay	TLR9–MyD88–IRAK1/TRAF6→MAPK/NF-κB	medium	TLR9–MyD88–IRAK1/TRAF6→MAPK/NF-κB	The study supports an early association and signaling role for Ras in CpG/TLR9 activation, but does not establish H-Ras as a conventional extracellular ligand or assign a terminal TF.
M21A-PAIR-EVID-3056	M21A-REUSE-1594	https://pubmed.ncbi.nlm.nih.gov/22701530/;https://pubmed.ncbi.nlm.nih.gov/30985981/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1171036/	human	heterologous CFTR-expressing cells; Caco-2 and HRT18 colorectal cancer cells	CFTR immunoprecipitation/SRM-MS chaperone-complex analysis; Hsp90 inhibition; CFTR knockdown; AKT/ERK phosphorylation assays	direct HSP90AA1–CFTR chaperone-client complex with proteostasis and AKT/ERK functional effects	downstream_pathway_function	CFTR folding/trafficking→AKT and ERK1/2 phosphorylation	medium	CFTR folding/trafficking→AKT and ERK1/2 phosphorylation	This is a channel-proteostasis and cellular-function edge, not a receptor ligand relay; direct interaction is strongest for CFTR folding intermediates and the studies do not define a receptor-proximal TF outcome.
M21A-PAIR-EVID-3057	M21A-REUSE-1595	https://pubmed.ncbi.nlm.nih.gov/22952420/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3431175/	human; mammalian cell models	UMSCC1/UMSCC29B head-and-neck cancer cells; MRC5; EGFR-negative CHO cells	co-immunoprecipitation; purified GST-EGFR pull-down; HSP90 inhibitors; EGFR stability and xenograft growth assays	direct HSP90–EGFR chaperone/client interaction maintaining mature receptor stability	receptor_proximal_relay	EGFR stability→EGFR-dependent survival and proliferation	high	EGFR stability→EGFR-dependent survival and proliferation	The direct interaction and inhibitor-sensitive receptor stability are supported, but no downstream TF was directly measured and the evidence is primarily cancer-cell comparator biology.
M21A-PAIR-EVID-3058	M21A-REUSE-1596	https://pubmed.ncbi.nlm.nih.gov/17030621/;https://pubmed.ncbi.nlm.nih.gov/23844194/;https://pmc.ncbi.nlm.nih.gov/articles/PMC1299195/	human	SKBR3/BT474 human breast-cancer cells; recombinant and kinase-domain systems	co-immunoprecipitation; HSP90 inhibitor or kinase-conformation perturbation; ErbB2 phosphorylation/activity assays	direct HSP90–ERBB2 chaperone/client interaction regulating receptor stability and kinase activity	receptor_proximal_relay	ERBB2–HSP90→Src-dependent kinase activation and downstream MAPK	high	ERBB2–HSP90→Src-dependent kinase activation and downstream MAPK	The evidence is for cytosolic HSP90-dependent ErbB2 maturation/stability and signaling modulation; no terminal TF assignment was made and HSP90AA1-specific isoform separation is limited in some assays.
M21A-PAIR-EVID-3059		https://pubmed.ncbi.nlm.nih.gov/?term=HSP90AA1%20ITGB3;https://reactome.org/content/query?q=HSP90AA1%20ITGB3;https://pmc.ncbi.nlm.nih.gov/articles/PMC2919109/	human; mammalian comparator	no exact HSP90AA1–ITGB3 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSP90α–CD91/LRP1–integrin-αV induction and HSP90/integrin-family studies screened	no exact HSP90AA1–ITGB3 binding, receptor-proximal relay, or selective functional edge established	ligand_receptor_binding_or_activation	HSP90α–CD91/LRP1 and integrin-αV/β-family comparator biology remains separate	low	HSP90α–CD91/LRP1 and integrin-αV/β-family comparator biology remains separate	The primary comparator study measured CD91-dependent induction of integrin αV and did not resolve β3 as the HSP90AA1-binding receptor; β3-family or HSP90 isoform evidence was not transferred.
M21A-PAIR-EVID-3060		https://pubmed.ncbi.nlm.nih.gov/?term=HSP90B1%20ASGR1;https://reactome.org/content/query?q=HSP90B1%20ASGR1	mammalian	no exact HSP90B1/gp96–ASGR1 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; gp96 interactome and ASGPR glycan-recognition studies screened	no exact HSP90B1–ASGR1 binding, maturation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	gp96–TLR/integrin/LRP1 comparator branches and ASGPR clearance biology remain distinct	low	gp96–TLR/integrin/LRP1 comparator branches and ASGPR clearance biology remain distinct	The reviewed gp96 interactome and ASGPR literature did not establish ASGR1 as a gp96 client or extracellular receptor for gp96; family-level HSP90 or glycan-receptor evidence was not transferred.
M21A-PAIR-EVID-3061		https://pubmed.ncbi.nlm.nih.gov/?term=HSP90B1%20ERBB2;https://reactome.org/content/query?q=HSP90B1%20ERBB2;https://pubmed.ncbi.nlm.nih.gov/17030621/	human; mammalian comparator	no exact HSP90B1/gp96–ERBB2 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; cytosolic HSP90AA1–ERBB2 chaperone studies screened	no exact HSP90B1–ERBB2 binding, maturation, relay, or selective functional edge established	ligand_receptor_binding_or_activation	HSP90AA1/cytosolic HSP90–ERBB2 chaperoning is a paralog comparator only	low	HSP90AA1/cytosolic HSP90–ERBB2 chaperoning is a paralog comparator only	ERBB2 chaperone evidence is strong for cytosolic HSP90 but was not assigned to the ER-resident HSP90B1/gp96 paralog without an isoform-specific assay.
M21A-PAIR-EVID-3062	M21A-REUSE-1597	https://pubmed.ncbi.nlm.nih.gov/11290339/;https://pubmed.ncbi.nlm.nih.gov/39696592/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4004965/	mouse; mammalian APC models	mouse macrophages and bone-marrow-derived dendritic cells; mammalian antigen-presenting-cell models	gp96/HSP90B1 uptake and CD91/LRP1 binding studies; crosslinking/co-immunoprecipitation; gp96 stimulation with AXL/Fgr phosphorylation and cytokine readouts	direct extracellular gp96–CD91/LRP1 binding with receptor-proximal immune signaling	receptor_proximal_relay	gp96–LRP1/CD91→AXL/Fgr→dendritic-cell cytokine programming	medium	gp96–LRP1/CD91→AXL/Fgr→dendritic-cell cytokine programming	CD91 is also called LRP1; extracellular HSP uptake and signaling are context dependent, and the studies do not establish a conventional ligand-receptor TF endpoint.
M21A-PAIR-EVID-3063	M21A-REUSE-1598	https://pubmed.ncbi.nlm.nih.gov/17275357/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2847270/	mouse	primary mouse macrophages and macrophage-specific Hsp90b1/gp96-deficient cells	conditional gp96 deletion; TLR1 surface-expression and Pam3CSK4 responsiveness assays	receptor maturation/chaperone edge enabling TLR1 surface trafficking and ligand responsiveness	receptor_proximal_relay	gp96→TLR1 surface maturation→TLR1/2–MyD88–NF-κB/MAPK	medium	gp96→TLR1 surface maturation→TLR1/2–MyD88–NF-κB/MAPK	The study supports gp96-dependent receptor maturation and function rather than a conventional extracellular HSP90B1 ligand-binding event; direct TLR1 complex evidence is less resolved than for TLR4/TLR9.
M21A-PAIR-EVID-3064	M21A-REUSE-1599	https://pubmed.ncbi.nlm.nih.gov/17275357/;https://pubmed.ncbi.nlm.nih.gov/27183126/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2847270/	mouse; human	mouse macrophages; RAW264.7 and primary human macrophage comparator models	gp96 conditional deletion; Pam3CSK4 response; gp96/TLR2 co-immunoprecipitation in macrophage models	receptor maturation/chaperone edge and gp96-associated TLR2 activation	receptor_proximal_relay	gp96→TLR2 surface maturation→MyD88–IRAK/TRAF6–NF-κB/MAPK	medium	gp96→TLR2 surface maturation→MyD88–IRAK/TRAF6–NF-κB/MAPK	The principal evidence is for chaperoning and receptor competence; extracellular gp96 agonism can involve additional co-receptors and does not imply that all TLR2 output is a direct HSP90B1 ligand effect.
M21A-PAIR-EVID-3065	M21A-REUSE-1600	https://pubmed.ncbi.nlm.nih.gov/17275357/;https://pubmed.ncbi.nlm.nih.gov/19250701/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2847270/	mouse	primary mouse macrophages; macrophage-specific Hsp90b1/gp96-deficient cells	gp96/TLR4 association; gp96 deletion; LPS/TLR4 surface trafficking and cytokine-response assays	direct gp96–TLR4 chaperone association required for receptor maturation and ligand-induced signaling	receptor_proximal_relay	gp96→TLR4/MD2 surface maturation→MyD88/TRIF–NF-κB/MAPK	medium	gp96→TLR4/MD2 surface maturation→MyD88/TRIF–NF-κB/MAPK	The interaction is an ER chaperone/client relationship, not extracellular HSP90B1 ligand binding; TLR4 requires MD2 and accessory trafficking factors, and no terminal TF was measured.
M21A-PAIR-EVID-3066	M21A-REUSE-1601	https://pubmed.ncbi.nlm.nih.gov/17275357/;https://pubmed.ncbi.nlm.nih.gov/19120473/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2982182/	mouse; mammalian comparator	primary mouse macrophages; endosomal TLR trafficking models	gp96 conditional deletion; R848/TLR7 response; ER-to-endosome trafficking and maturation perturbations	receptor maturation/chaperone edge enabling TLR7 trafficking and ligand responsiveness	receptor_proximal_relay	gp96→TLR7 ER/endosome trafficking→MyD88–IRF7/NF-κB	medium	gp96→TLR7 ER/endosome trafficking→MyD88–IRF7/NF-κB	The studies support gp96-dependent TLR7 maturation/trafficking and function; exact direct gp96–TLR7 binding is less directly resolved than TLR9, and no terminal TF was assigned.
M21A-PAIR-EVID-3067	M21A-REUSE-1602	https://pubmed.ncbi.nlm.nih.gov/17275357/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2982182/;https://pubmed.ncbi.nlm.nih.gov/19120473/	mouse; mammalian comparator	primary mouse macrophages; ER TLR9/CNPY3 reconstitution and trafficking models	gp96 conditional deletion; CpG response; TLR9 co-immunoprecipitation; CNPY3 disruption; ER-to-endosome trafficking assays	direct gp96–TLR9/CNPY3 complex and receptor maturation required for CpG responsiveness	receptor_proximal_relay	gp96/CNPY3→TLR9 ER/endosome maturation→MyD88–NF-κB/IRF7	medium	gp96/CNPY3→TLR9 ER/endosome maturation→MyD88–NF-κB/IRF7	The direct complex includes the TLR-specific co-chaperone CNPY3 and is a receptor-biogenesis edge rather than extracellular HSP90B1 ligand binding; no terminal TF was directly measured.
M21A-PAIR-EVID-3068		https://pubmed.ncbi.nlm.nih.gov/?term=HSPA1A%20GRIN2D;https://reactome.org/content/query?q=HSPA1A%20GRIN2D	mammalian	no exact HSPA1A–GRIN2D model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSP70/NMDA-family co-localization and general proteostasis studies screened	no exact HSPA1A–GluN2D binding, receptor-complex, relay, or selective functional perturbation established	ligand_receptor_binding_or_activation	HSP70-family neuronal stress biology and NMDA-receptor signaling remain comparator contexts only	low	HSP70-family neuronal stress biology and NMDA-receptor signaling remain comparator contexts only	Searches did not recover an exact HSPA1A–GRIN2D molecular or perturbation study; HSP70-family or other NMDA-subunit evidence was not transferred to the GluN2D pair.
M21A-PAIR-EVID-3069		https://pubmed.ncbi.nlm.nih.gov/?term=HSPA4%20TLR4;https://reactome.org/content/query?q=HSPA4%20TLR4;https://pubmed.ncbi.nlm.nih.gov/11836257/	mammalian	no exact HSPA4–TLR4 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSPA1A/HSP70-family TLR4 agonism and intracellular Hsp70 negative-regulation studies screened	no exact HSPA4–TLR4 binding, receptor-proximal relay, or selective functional perturbation established	ligand_receptor_binding_or_activation	HSP70-family–TLR4 MyD88/NF-κB and intracellular Hsp70 regulatory branches remain isoform comparators only	low	HSP70-family–TLR4 MyD88/NF-κB and intracellular Hsp70 regulatory branches remain isoform comparators only	The primary HSP70–TLR4 literature concerns HSPA1A or generic HSP70 and does not identify HSPA4; family-level evidence was not assigned to this exact isoform pair.
M21A-PAIR-EVID-3070		https://pubmed.ncbi.nlm.nih.gov/?term=HSPA8%20ADRB2;https://reactome.org/content/query?q=HSPA8%20ADRB2	mammalian	no exact HSPA8–ADRB2 model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSC70 proteostasis, GPCR trafficking, and ADRB2 signaling studies screened	no exact HSPA8–ADRB2 binding, receptor-complex, relay, or selective functional perturbation established	ligand_receptor_binding_or_activation	HSC70 proteostasis and beta-2-adrenergic signaling remain separate comparator contexts	low	HSC70 proteostasis and beta-2-adrenergic signaling remain separate comparator contexts	No exact HSPA8–ADRB2 primary study was recovered; expression correlation, generic chaperone biology, and non-ADRB2 GPCR evidence were not transferred.
M21A-PAIR-EVID-3071		https://pubmed.ncbi.nlm.nih.gov/?term=HSPA8%20LDLR;https://reactome.org/content/query?q=HSPA8%20LDLR	mammalian	no exact HSPA8–LDLR model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSC70 proteostasis and LDLR trafficking/clearance studies screened	no exact HSPA8–LDLR binding, receptor-complex, relay, or selective functional perturbation established	ligand_receptor_binding_or_activation	HSC70 chaperone and LDLR endocytic/sterol-homeostasis biology remain separate comparator contexts	low	HSC70 chaperone and LDLR endocytic/sterol-homeostasis biology remain separate comparator contexts	The search did not recover an exact HSPA8–LDLR molecular or perturbation study; generic HSP70-family or LDLR pathway annotations were not promoted.
M21A-PAIR-EVID-3072		https://pubmed.ncbi.nlm.nih.gov/?term=HSPA8%20LRP2;https://reactome.org/content/query?q=HSPA8%20LRP2	mammalian	no exact HSPA8–LRP2/megalin model recovered	Exact-pair PubMed/PMC/publisher and Reactome searches; HSC70 proteostasis and LRP2/megalin endocytic studies screened	no exact HSPA8–LRP2 binding, receptor-complex, relay, or selective functional perturbation established	ligand_receptor_binding_or_activation	HSC70 chaperone biology and LRP2/megalin endocytosis remain separate comparator contexts	low	HSC70 chaperone biology and LRP2/megalin endocytosis remain separate comparator contexts	No exact HSPA8–LRP2 primary study was recovered; megalin family annotations, expression data, and unrelated HSP70 interactions were not transferred.
M21A-PAIR-EVID-3073	M21A-REUSE-1603	https://pubmed.ncbi.nlm.nih.gov/24509440/	human	human coronary artery smooth-muscle cells	Adhesion to purified perlecan domains with glycosaminoglycan removal and integrin-blocking assays	Direct matrix–integrin binding with receptor-proximal adhesion relay	receptor_proximal_relay	integrin alpha2beta1–FAK/adhesion and FGF2-linked matrix signaling	medium	integrin alpha2beta1–FAK/adhesion and FGF2-linked matrix signaling	The study supports perlecan protein-core/domain-V interaction with alpha2beta1 and smooth-muscle adhesion; downstream effects are context-dependent and no terminal TF was directly assigned.
M21A-PAIR-EVID-3074	M21A-REUSE-1604	https://pmc.ncbi.nlm.nih.gov/articles/PMC6781430/;https://doi.org/10.1083/jcb.201807178	mouse	brain pericytes from control and Hspg2-deficient mice	Perlecan domain-V adhesion, beta1-integrin blocking, PDGFRbeta/SHP-2/FAK phosphorylation, and pericyte migration assays	Receptor-complex/pathway edge through beta1-containing integrin, with perlecan binding and relay measured separately	receptor_proximal_relay	integrin beta1–FAK/SHP-2 cooperation with PDGFRbeta and pericyte migration	high	integrin beta1–FAK/SHP-2 cooperation with PDGFRbeta and pericyte migration	The mapped alpha partner is principally alpha5; the queue pair names the beta1 subunit, so this is a receptor-complex edge rather than a claim that beta1 acts alone. No terminal TF was directly measured.
M21A-PAIR-EVID-3075		https://pubmed.ncbi.nlm.nih.gov/21289173/	mammalian	neuronal and CHO models using generic cell-surface HSPG	A-beta uptake with HSPG antagonism, heparinase, and LRP1 knockdown/overexpression	No exact HSPG2–LRP1 molecular edge established	downstream_pathway_function	HSPG/LRP1 cooperation in A-beta uptake is comparator biology only	low	HSPG/LRP1 cooperation in A-beta uptake is comparator biology only	The paper shows generic HSPG and LRP1 cooperating for A-beta uptake, not direct perlecan/HSPG2 binding to LRP1; no exact HSPG2-specific relay was recovered.
M21A-PAIR-EVID-3076		https://pubmed.ncbi.nlm.nih.gov/?term=HSPG2+LRP2+perlecan+megalin;https://reactome.org/content/query?q=HSPG2%20LRP2	mammalian	no exact HSPG2–LRP2 model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; megalin ligand-binding studies screened	No exact HSPG2–LRP2 molecular, relay, or functional edge established	ligand_receptor_binding_or_activation	HSPG2 basement-membrane biology and LRP2/megalin endocytosis remain separate contexts	low	HSPG2 basement-membrane biology and LRP2/megalin endocytosis remain separate contexts	Megalin studies establish LRP2 as a multiligand endocytic receptor but do not identify perlecan/HSPG2 as the ligand; no exact pair-specific evidence was found.
M21A-PAIR-EVID-3077		https://pubmed.ncbi.nlm.nih.gov/?term=HSPG2+PTPRS+perlecan+PTP-sigma;https://reactome.org/content/query?q=HSPG2%20PTPRS	mammalian	no exact HSPG2–PTPRS model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; PTPRS extracellular glycosaminoglycan ligand studies screened	No exact HSPG2–PTPRS molecular, relay, or functional edge established	ligand_receptor_binding_or_activation	Heparan-sulfate/chondroitin-sulfate recognition by PTPRS is not equivalent to direct perlecan binding	low	Heparan-sulfate/chondroitin-sulfate recognition by PTPRS is not equivalent to direct perlecan binding	PTPRS proteoglycan recognition studies concern glycosaminoglycan classes and do not validate HSPG2 as the exact ligand; no pair-specific downstream evidence was assigned.
M21A-PAIR-EVID-3078		https://pubmed.ncbi.nlm.nih.gov/?term=HSPG2+SDC1+perlecan+syndecan-1;https://reactome.org/content/query?q=HSPG2%20SDC1	mammalian	no exact HSPG2–SDC1 model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; studies of syndecan/perlecan co-expression and shared heparan-sulfate biology screened	No exact HSPG2–SDC1 molecular, relay, or functional edge established	ligand_receptor_binding_or_activation	Shared proteoglycan/glycosaminoglycan biology is comparator context only	low	Shared proteoglycan/glycosaminoglycan biology is comparator context only	Perlecan and syndecan-1 are distinct proteoglycans; co-expression, shared heparan-sulfate metabolism, or pathway co-occurrence does not establish direct binding.
M21A-PAIR-EVID-3079		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+ADCYAP1R1+amylin+PAC1;https://reactome.org/content/query?q=IAPP%20ADCYAP1R1	mammalian	no exact IAPP–ADCYAP1R1 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–ADCYAP1R1 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology uses CALCR-containing complexes, not ADCYAP1R1	low	Amylin receptor biology uses CALCR-containing complexes, not ADCYAP1R1	PAC1/ADCYAP1R1 is a PACAP receptor; the amylin studies reviewed did not demonstrate IAPP binding or activation of this receptor.
M21A-PAIR-EVID-3080		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+ADRB2+amylin+beta-2-adrenergic;https://reactome.org/content/query?q=IAPP%20ADRB2	mammalian	no exact IAPP–ADRB2 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–ADRB2 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology and beta2-adrenergic signaling remain separate contexts	low	Amylin receptor biology and beta2-adrenergic signaling remain separate contexts	No primary receptor-binding or perturbation study linking IAPP to ADRB2 was recovered; shared cAMP physiology is not sufficient to assign the pair.
M21A-PAIR-EVID-3081		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+ADRB3+amylin+beta-3-adrenergic;https://reactome.org/content/query?q=IAPP%20ADRB3	mammalian	no exact IAPP–ADRB3 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–ADRB3 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology and beta3-adrenergic signaling remain separate contexts	low	Amylin receptor biology and beta3-adrenergic signaling remain separate contexts	No primary receptor-binding or perturbation study linking IAPP to ADRB3 was recovered; overlapping metabolic phenotypes do not establish direct signaling.
