observation_id	context_id	source_system	source_database	source_record_type	source_record_key	source_version	modality	assay	measurement_kind	measured_entity_name	measured_entity_type	feature_id	value_numeric	value_text	value_kind	unit	direction_vs_control	comparator	biological_replicates	timepoint_value	timepoint_unit	perturbation	cell_type	sample_id	observation_status	evidence_role	dependency_group	source_artifact_path	source_artifact_sha256	source_locator	provenance_note
FLOW_SCI_371__O371_PEIF2A_NEURON_6H	sci:protein:7271c3d4ea05411a	mSCS	flow_protein	protein_observation	FLOW_SCI_371__O371_PEIF2A_NEURON_6H	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	qualitative protein immunofluorescent co-localization	phospho-eIF2alpha	phosphorylated_protein	Eif2s1		Neuronal phospho-eIF2α UPR signal was present at the injury epicenter by 6 hours	qualitative	qualitative co-localization; exact positive-cell count/intensity not reported	Neuronal phospho-eIF2α UPR signal was present at the injury epicenter by 6 hours		4.0	6.0	hour	SCI	NeuN-positive neurons		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_371:FLOW_SCI_371__T371_6H:FLOW_SCI_371__P371_NEURON	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_371__O371_PEIF2A_NEURON_6H;PMC3391751; Figures 1 and 3-6; cell-specific UPR immunohistochemistry;selected_view_line_observation_id=FLOW_SCI_371__O371_PEIF2A_NEURON_6H	"{""canonical_observation_id"":""FLOW_SCI_371__O371_PEIF2A_NEURON_6H"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Direct phospho-protein localization; not a sorted-cell abundance measurement. Figure/table transcription FIGTRANS_20260820T192249Z: Direct primary-source transcription from Ohri et al., 2012, on the unfolded-protein response after mouse contusive SCI. Tissue was taken from the T9 injury epicenter after transcardial perfusion, with 6-hour, 24-hour, 72-hour, and later timepoints in the study. The immunostaining panels report four independent experiments; exact positive-cell counts or image-intensity values are not printed and were not estimated. Figure 1A directly supports the 6-hour neuronal co-localization; qRT-PCR n=4 statistics were not transferred to this protein-localization row beyond the four independent immunostaining experiments."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3391751/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC3391751; Figures 1 and 3-6; cell-specific UPR immunohistochemistry"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_371__O371_PEIF2A_OLIGO_6H	sci:protein:bff377d51e9c2fef	mSCS	flow_protein	protein_observation	FLOW_SCI_371__O371_PEIF2A_OLIGO_6H	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	qualitative protein immunofluorescent co-localization	phospho-eIF2alpha	phosphorylated_protein	Eif2s1		Oligodendrocyte phospho-eIF2α UPR signal was present at the injury epicenter by 6 hours	qualitative	qualitative co-localization; exact positive-cell count/intensity not reported	Oligodendrocyte phospho-eIF2α UPR signal was present at the injury epicenter by 6 hours		4.0	6.0	hour	SCI	oligodendrocytes		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_371:FLOW_SCI_371__T371_6H:FLOW_SCI_371__P371_OLIGO	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_371__O371_PEIF2A_OLIGO_6H;PMC3391751; Figures 1 and 3-6; cell-specific UPR immunohistochemistry;selected_view_line_observation_id=FLOW_SCI_371__O371_PEIF2A_OLIGO_6H	"{""canonical_observation_id"":""FLOW_SCI_371__O371_PEIF2A_OLIGO_6H"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Oligodendrocyte identity is based on the paper's co-label; exact marker and cell counts need extraction. Figure/table transcription FIGTRANS_20260820T192249Z: Direct primary-source transcription from Ohri et al., 2012, on the unfolded-protein response after mouse contusive SCI. Tissue was taken from the T9 injury epicenter after transcardial perfusion, with 6-hour, 24-hour, 72-hour, and later timepoints in the study. The immunostaining panels report four independent experiments; exact positive-cell counts or image-intensity values are not printed and were not estimated. Figure 1A directly supports the 6-hour oligodendrocyte co-localization; no image quantification was estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3391751/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC3391751; Figures 1 and 3-6; cell-specific UPR immunohistochemistry"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H	sci:protein:ea8617a93c599504	mSCS	flow_protein	protein_observation	FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	co-localization	phospho-cPLA2/LAMP2 co-localization	phosphorylated_protein	Pla2g4a		At 2 hours after SCI, phospho-cPLA2 co-localization with LAMP2 in ventral-horn neurons was higher than in sham, with p=0.056.	qualitative	p-cPLA2/LAMP2 co-localization signal; exact scalar not printed	At 2 hours after SCI, phospho-cPLA2 co-localization with LAMP2 in ventral-horn neurons was higher than in sham, with p=0.056.			2.0	hour	injured; sham and SCI mice	NeuN-positive ventral horn neurons		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_382:FLOW_SCI_382__FLOW_SCI_382_T2H:FLOW_SCI_382__FLOW_SCI_382_POP_NEURON	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H;PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry;selected_view_line_observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H	"{""canonical_observation_id"":""FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Included as a mechanistic lysosomal-clearance node, not as an immune-cell marker. Figure/table transcription FIGTRANS_20260820T124004Z: At 2 h after SCI, phospho-cPLA2 and LAMP2 immunofluorescence assessed lysosomal co-localization. The source reports increased lysosomal p-cPLA2 phosphorylation but does not print the exact scalar for this existing row; no image quantification was estimated. Figure/table transcription FIGTRANS_20260821T064628Z: Figure 5a-b directly assigns this row to 2 hours after SCI. The primary source reports unequal group sizes of n=8 sham and n=3 SCI; these are preserved here in notes rather than collapsed into a single replicate field. The source does not print the queued co-localization scalar; no image value was estimated. Arm-specific child rows created by PCLPLA2_F5_DIGITIZATION_20260824; parent retains the source comparison."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6624263/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SCI_2H	sci:protein:e3856da6bf6051ed	mSCS	flow_protein	protein_observation	FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SCI_2H	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean p-cPLA2-positive lysosomes per neuron	phospho-cPLA2/LAMP2 co-localization	phosphorylated_protein	Pla2g4a	0.75		numeric	p-cPLA2-positive lysosomes per neuron	increased_vs_sham		3.0	2.0	hour	SCI 2 h; spinal cord injury experiment; 2-hour endpoint	NeuN-positive ventral horn neurons		transcribed	dataset_observation	mSCS:flow_protein:FLOW_SCI_382:FLOW_SCI_382__TP_2H__SCI_2H:FLOW_SCI_382__FLOW_SCI_382_POP_NEURON	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SCI_2H;PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry;selected_view_line_observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SCI_2H	"{""canonical_observation_id"":""FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SCI_2H"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Included as a mechanistic lysosomal-clearance node, not as an immune-cell marker. Figure/table transcription FIGTRANS_20260820T124004Z: At 2 h after SCI, phospho-cPLA2 and LAMP2 immunofluorescence assessed lysosomal co-localization. The source reports increased lysosomal p-cPLA2 phosphorylation but does not print the exact scalar for this existing row; no image quantification was estimated. Figure/table transcription FIGTRANS_20260821T064628Z: Figure 5a-b directly assigns this row to 2 hours after SCI. The primary source reports unequal group sizes of n=8 sham and n=3 SCI; these are preserved here in notes rather than collapsed into a single replicate field. The source does not print the queued co-localization scalar; no image value was estimated. Approximate figure-digitized child created by PCLPLA2_F5_DIGITIZATION_20260824: Figure 5b, SCI 2 h, approximately 0.75 p-cPLA2-positive lysosomes per neuron; source-reported n=3; p=0.056 for the sham-versus-SCI comparison. The source figure does not print exact bar-level values; error bars were not separately digitized."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6624263/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SHAM	sci:protein:af598f1409cc57f7	mSCS	flow_protein	protein_observation	FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SHAM	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean p-cPLA2-positive lysosomes per neuron	phospho-cPLA2/LAMP2 co-localization	phosphorylated_protein	Pla2g4a	0.4		numeric	p-cPLA2-positive lysosomes per neuron	reference_sham		8.0	2.0	hour	Sham; spinal cord injury experiment; 2-hour endpoint	NeuN-positive ventral horn neurons		transcribed	dataset_observation	mSCS:flow_protein:FLOW_SCI_382:FLOW_SCI_382__TP_2H__SHAM:FLOW_SCI_382__FLOW_SCI_382_POP_NEURON	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SHAM;PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry;selected_view_line_observation_id=FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SHAM	"{""canonical_observation_id"":""FLOW_SCI_382__FLOW_SCI_382_OBS_PCLPLA2_LAMP2_2H__SHAM"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Included as a mechanistic lysosomal-clearance node, not as an immune-cell marker. Figure/table transcription FIGTRANS_20260820T124004Z: At 2 h after SCI, phospho-cPLA2 and LAMP2 immunofluorescence assessed lysosomal co-localization. The source reports increased lysosomal p-cPLA2 phosphorylation but does not print the exact scalar for this existing row; no image quantification was estimated. Figure/table transcription FIGTRANS_20260821T064628Z: Figure 5a-b directly assigns this row to 2 hours after SCI. The primary source reports unequal group sizes of n=8 sham and n=3 SCI; these are preserved here in notes rather than collapsed into a single replicate field. The source does not print the queued co-localization scalar; no image value was estimated. Approximate figure-digitized child created by PCLPLA2_F5_DIGITIZATION_20260824: Figure 5b, Sham, approximately 0.4 p-cPLA2-positive lysosomes per neuron; source-reported n=8; p=0.056 for the sham-versus-SCI comparison. The source figure does not print exact bar-level values; error bars were not separately digitized."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6624263/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_423__S423_O3	sci:protein:bf7ae567969733d0	mSCS	flow_protein	protein_observation	FLOW_SCI_423__S423_O3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	dual-phosphorylated p-ERK1/2 western-blot densitometry	ERK1/2	phosphorylated_protein	Mapk1/Mapk3		pERK1_2_increased_after_24h_SCI_and_reduced_by_VP1.15_or_S14	qualitative	relative p-ERK1/2/ERK2 western-blot abundance; exact scalar not printed	pERK1_2_increased_after_24h_SCI_and_reduced_by_VP1.15_or_S14		10.0	24.0	hours	injured	perilesional spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_423:FLOW_SCI_423__S423_T24H:FLOW_SCI_423__S423_BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_423__S423_O3;PMC3031524; Results Figures 7 and 9; Methods 'Myeloperoxidase activity' and 'Western blot analysis and immunohistochemistry for Bax and Bcl-2';selected_view_line_observation_id=FLOW_SCI_423__S423_O3	"{""canonical_observation_id"":""FLOW_SCI_423__S423_O3"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""figure_table_transcribed"",""notes"":""Phospho-protein evidence; total ERK1/2 was not curated from this figure. Figure/table transcription FIGTRANS_20260821T032428Z: Direct primary-source transcription. The accessible article reports direction, exact 24-hour timing, units, significance, and sample metadata but does not print the plotted scalar; no graph height was estimated. For COX-2 and iNOS, n=5 refers to photographs from each sample, while the experimental design states 10 mice per group; the biological field retains 10 and the image-level n is preserved in the finding. For Bax, the source prints n=5/6 per group; the integer field records the lower bound and the full range is preserved in the finding. The queued pERK row is corrected to western blot based on the primary Methods and Figure 7 caption."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3031524/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC3031524; Results Figures 7 and 9; Methods 'Myeloperoxidase activity' and 'Western blot analysis and immunohistochemistry for Bax and Bcl-2'"",""support_tier"":""C_bulk_tissue""}"
FLOW_SCI_530__OBS530_CASP3	sci:protein:3e9898923bb591d8	mSCS	flow_protein	protein_observation	FLOW_SCI_530__OBS530_CASP3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	active caspase-3 immunoreactivity and cell localization	active caspase-3	protein_state	Casp3		increased in TNFR1-knockout SCI; localized to neurons and oligodendrocytes	qualitative	not_reported	increased in TNFR1-knockout SCI; localized to neurons and oligodendrocytes		3.0	1.0	day	wild-type versus TNFR1-null/TNFR2-null SCI	NeuN-positive neurons and RIP-positive oligodendrocytes		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_530:FLOW_SCI_530__TP530_1D:FLOW_SCI_530__POP530_NEUROGLIA	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_530__OBS530_CASP3;PMCID PMC6763083; Figures 2-4 and Results on NF-kappaB, c-IAP2, active caspase-3, and cellular localization;selected_view_line_observation_id=FLOW_SCI_530__OBS530_CASP3	"{""canonical_observation_id"":""FLOW_SCI_530__OBS530_CASP3"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Direct apoptosis protein localization; TNFR deletion is the experimental perturbation. Figure/table transcription FIGTRANS_20260820T205530Z: Figures 3D-F and 4B directly assign active caspase-3 to the 24-hour endpoint and report localization/direction; the primary tissue-staining experiment uses n=3 per group. Exact immunofluorescence intensity or cell-count scalar is not printed."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6763083/"",""selection_state_class"":""active_state_secondary"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC6763083; Figures 2-4 and Results on NF-kappaB, c-IAP2, active caspase-3, and cellular localization"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_531__OBS531_PSTAT3_CORD	sci:protein:0e07c6ed7a5cd994	mSCS	flow_protein	protein_observation	FLOW_SCI_531__OBS531_PSTAT3_CORD	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-STAT3/STAT3 protein abundance	phospho-STAT3	phosphorylated_protein	Stat3		STAT3 pathway activation altered by Treg depletion and STAT3 inhibition; exact scalar not printed	qualitative	not_reported	STAT3 pathway activation altered by Treg depletion and STAT3 inhibition; exact scalar not printed		5.0	7.0	day	SCI with Treg manipulation versus control	injured spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_531:FLOW_SCI_531__TP531_7D:FLOW_SCI_531__POP531_CORD	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_531__OBS531_PSTAT3_CORD;PMCID PMC10352886; Figure 5A-C/F-K, Figure 6B/D-E, and Supplementary Figure S3;selected_view_line_observation_id=FLOW_SCI_531__OBS531_PSTAT3_CORD	"{""canonical_observation_id"":""FLOW_SCI_531__OBS531_PSTAT3_CORD"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Keep in-vivo cord and primary-microglia measurements separate. Figure/table transcription FIGTRANS_20260820T205530Z: The primary protein figures directly measure STAT3/phospho-STAT3 in the in-vivo cord context at 7 days, with n=5 per group for the relevant panels. Exact band densitometry is not printed; no numeric value was estimated."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC10352886/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC10352886; Figure 5A-C/F-K, Figure 6B/D-E, and Supplementary Figure S3"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_531__OBS531_PSTAT3_MICRO	sci:protein:1ff87d13d5edcbbc	mSCS	flow_protein	protein_observation	FLOW_SCI_531__OBS531_PSTAT3_MICRO	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-STAT3/STAT3 protein abundance	phospho-STAT3	phosphorylated_protein	Stat3		Treg coculture and STAT3 inhibition reduced microglial STAT3 pathway activation	qualitative	not_reported	Treg coculture and STAT3 inhibition reduced microglial STAT3 pathway activation		5.0	7.0	day	SCI with Treg manipulation versus control	primary microglia in Treg coculture/transwell		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_531:FLOW_SCI_531__TP531_7D:FLOW_SCI_531__POP531_MICRO	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_531__OBS531_PSTAT3_MICRO;PMCID PMC10352886; Figure 5A-C/F-K, Figure 6B/D-E, and Supplementary Figure S3;selected_view_line_observation_id=FLOW_SCI_531__OBS531_PSTAT3_MICRO	"{""canonical_observation_id"":""FLOW_SCI_531__OBS531_PSTAT3_MICRO"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""A_direct_cell_population_protein"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""In-vitro mechanistic evidence, not an endogenous tissue time course. Figure/table transcription FIGTRANS_20260820T205530Z: The primary Figure 6/Supplementary Figure S3 context directly measures STAT3/phospho-STAT3 in primary microglia at the 7-day SCI-linked experimental endpoint, with n=5 per relevant group where reported. Exact band densitometry is not printed; this remains in-vitro mechanistic evidence rather than an endogenous tissue time course."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC10352886/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMCID PMC10352886; Figure 5A-C/F-K, Figure 6B/D-E, and Supplementary Figure S3"",""support_tier"":""A_cell_resolved""}"
FLOW_SCI_551__O_PJNK	sci:protein:0ff155e4ac07cfb5	mSCS	flow_protein	protein_observation	FLOW_SCI_551__O_PJNK	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	band_intensity	phospho-JNK1	phosphorylated_protein	Mapk8		Phospho-JNK1 increased at 24 h after SCI and TRAIL-neutralizing treatment prevented the SCI-induced increase.	qualitative	relative phospho-JNK1 intensity normalized to basal JNK1; exact scalar not printed	Phospho-JNK1 increased at 24 h after SCI and TRAIL-neutralizing treatment prevented the SCI-induced increase.		1.0	1.0	day	sham/SCI/anti-TRAIL	perilesional spinal cord tissue		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_551:FLOW_SCI_551__T24H:FLOW_SCI_551__BULK	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_551__O_PJNK;PMC3055339; full article, Methods, Results, Figures 1, 5, 6, 7, 8, 9, and 10;selected_view_line_observation_id=FLOW_SCI_551__O_PJNK	"{""canonical_observation_id"":""FLOW_SCI_551__O_PJNK"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""C_bulk_tissue_protein"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Figure/table transcription FIGTRANS_20260820T115512Z: The primary source confirms 24 h assignment, assay, units/normalization, antibodies, and sample design. Exact densitometry bars are not printed; no visual estimate was stored. For western blot rows, the source states one mouse per quantification and at least three experimental repeats; that design is retained in metadata. Figure/table transcription FIGTRANS_20260821T061839Z: Direct primary-source check: Figure 5c; 24 h after SCI; western-blot tissue endpoint. The paper reports means +/- SD and the stated assay/sample design, but the individual plotted bars are not printed. No image density or bar height was converted into a scalar."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3055339/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC3055339; full article, Methods, Results, Figures 1, 5, 6, 7, 8, 9, and 10"",""support_tier"":""C_bulk_tissue""}"
OBS_ATF4_ZBTB38_OCCUPANCY	sci:epigenetic:0e285d86b9818b91	mSCS	epigenetic	epigenetic_observation	OBS_ATF4_ZBTB38_OCCUPANCY	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	ATF4/ATF6 ChIP-qPCR	ATF4 ChIP-qPCR promoter occupancy	Zbtb38	promoter	Zbtb38 promoter		decreased	qualitative		decreased			4.0	dpi	SCI	mixed spinal-cord tissue	mouse spinal cord	reported	dataset_observation	mSCS:epigenetic:STUDY_ATF4_ZBTB38_2017:ASSAY_ATF4_ZBTB38_CHIP_QPCR:CTX_ATF4_ZBTB38_SCI	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_ATF4_ZBTB38_OCCUPANCY;Figures 2-3 and Methods	"{""assay_id"":""ASSAY_ATF4_ZBTB38_CHIP_QPCR"",""curation_status"":""verified"",""directness"":""direct_experimental"",""doi"":""10.18632/oncotarget.17487"",""epigenetic_class"":""TF-OCC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Direct occupancy comparison with sham/non-SCI tissue at 4 dpi; source reports reduced ATF4 binding after SCI."",""observation_id"":""OBS_ATF4_ZBTB38_OCCUPANCY"",""pmid"":""28514761"",""source_location"":""Figures 2-3 and Methods"",""study_id"":""STUDY_ATF4_ZBTB38_2017"",""study_title"":""Zbtb38 is a novel target for spinal cord injury""}"
OBS_ATF6_ZBTB38_OCCUPANCY	sci:epigenetic:0e285d86b9818b91	mSCS	epigenetic	epigenetic_observation	OBS_ATF6_ZBTB38_OCCUPANCY	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	ATF4/ATF6 ChIP-qPCR	ATF6 ChIP-qPCR promoter occupancy	Zbtb38	promoter	Zbtb38 promoter		no_change	qualitative		no_change			4.0	dpi	SCI	mixed spinal-cord tissue	mouse spinal cord	reported	dataset_observation	mSCS:epigenetic:STUDY_ATF4_ZBTB38_2017:ASSAY_ATF4_ZBTB38_CHIP_QPCR:CTX_ATF4_ZBTB38_SCI	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_ATF6_ZBTB38_OCCUPANCY;Figures 2-3 and Methods	"{""assay_id"":""ASSAY_ATF4_ZBTB38_CHIP_QPCR"",""curation_status"":""verified"",""directness"":""direct_experimental"",""doi"":""10.18632/oncotarget.17487"",""epigenetic_class"":""TF-OCC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Direct negative comparison retained separately from the ATF4 occupancy decrease; source reports no comparable SCI-associated ATF6 occupancy pattern."",""observation_id"":""OBS_ATF6_ZBTB38_OCCUPANCY"",""pmid"":""28514761"",""source_location"":""Figures 2-3 and Methods"",""study_id"":""STUDY_ATF4_ZBTB38_2017"",""study_title"":""Zbtb38 is a novel target for spinal cord injury""}"
